,item_id,total_dur,weight
93,95,13732,9.527556974530281
94,96,29846,10.30383961125747
95,97,297473,12.603082105190676
96,98,11866271,16.28921064817411
97,99,162483,11.998334814365812
98,100,109254,11.601439878500967
99,101,21209504,16.869959988220437
100,102,617667,13.333706375258688
101,103,13823,9.534161491043838
102,104,92453,11.434466502509908
103,105,551667,13.220701695040699
104,106,1288,7.161622002939187
105,107,175006,12.072581252105673
106,108,6778,8.821584877430965
107,109,175582,12.075867144562732
108,110,11565,9.355825038718164
109,111,8695862,15.978357953289256
110,112,217745,12.291084524856013
111,113,184786,12.126959089394957
112,114,33,3.5263605246161616
113,115,58633,10.979070012089547
114,116,12692,9.448805939388178
115,117,1766,7.4770384723196965
116,118,8568,9.055906318669118
117,120,111759,11.624108993930843
118,121,234613,12.3656968894653
119,122,106701,11.577795181256631
120,123,99467,11.507591263379526
121,124,110940,11.616753807449978
122,125,10792449,16.194357373554155
123,126,214986,12.278332840165431
124,127,207179,12.241343259612092
125,128,67098,11.113924419719064
126,129,2190,7.692113339595466
127,130,210686,12.258128898790568
128,131,214,5.3706380281276624
129,132,316,5.75890177387728
130,133,5334,8.582044163735853
131,134,45437,10.724104038341878
132,135,140132,11.85034725062703
133,136,2476,7.814803429489359
134,137,17602,9.775824621045972
135,138,5570,8.625329850020815
136,139,22549,10.023490344930824
137,140,2875664,14.871794509814688
138,141,5441200,15.509510366524385
139,142,219158905,19.205307622835207
140,143,2671435,14.798126713514298
141,144,20621891,16.84186378792091
142,145,33520,10.419927387086586
143,146,1088753,13.900544481080104
144,147,5548000,15.528948240661977
145,148,33380,10.41574215482581
146,149,2377534,14.681574794639277
147,150,1091,6.9957661563048505
148,151,6575,8.791181936736017
149,152,87,4.477336814478207
150,153,162,5.093750200806762
151,154,2992,8.0040315078527
152,155,59165,10.988102331560384
153,156,99506,11.50798327243091
154,157,3472,8.152774052744075
155,158,1938,7.569927655242652
156,159,12932,9.467537463415244
157,160,5050,8.527341522468053
158,161,1291,7.163946684342547
159,162,14052903,16.45833962277797
160,163,595,6.39024066706535
161,164,33764,10.427180042008942
162,165,353835,12.776588807933885
163,166,1886909,14.45045112845968
164,167,877,6.777646593635117
165,168,165,5.111987788356544
166,169,7559955,15.838375928032958
167,170,21604442,16.888409545946637
168,171,6841,8.830835365537549
169,172,1994879,14.506094456121055
170,173,17070,9.745136396380753
171,174,596890,13.299489796140572
172,175,10368528,16.154285718649138
173,176,550,6.311734809152915
174,177,50534,10.830421444508763
175,178,20510,9.928716606581904
176,179,882010,13.689959806566486
177,180,48097,10.780995875187799
178,181,1121885,13.930521755624639
179,182,3719299,15.129046036499739
180,183,2123,7.66105638236183
181,184,4148408,15.2382354452065
182,185,9426,9.15133319139615
183,186,9,2.302585092994046
184,188,14310,9.568783751310876
185,189,5750,8.657129031713755
186,190,12799,9.457200449907708
187,191,28269,10.249556450687637
188,192,6238,8.738575192110787
189,193,127682,11.757305908648204
190,194,4218,8.347353412124338
191,195,1052896,13.867055970567357
192,196,416977,12.940788741595432
193,197,14109,9.55463904484686
194,198,595,6.39024066706535
195,199,55510,10.924336478294055
196,200,818,6.70808408385307
197,201,2340799,14.666003309247998
198,202,68888,11.14025179258698
199,203,4709825,15.365161522635043
200,204,15631,9.657075374282565
201,205,1171,7.066466970136958
202,206,576368,13.26450335956543
203,207,246,5.5093883366279774
204,208,58,4.07753744390572
205,209,40592,10.611350916931753
206,210,2161,7.6787889981991535
207,211,4621461,15.346221663214562
208,212,4179088,15.245603838164271
209,213,3712,8.21959545417708
210,214,7248,8.888618807300878
211,215,1049685,13.864001629791003
212,216,148099,11.90564300025589
213,217,8005,8.987946539552519
214,218,52771059,17.781473492350848
215,219,2150399,14.581164429310968
216,220,2752,7.920446505142607
217,221,41099,10.623763400484325
218,222,1503,7.315883504509785
219,223,10728,9.280705634636746
220,224,13,2.6390573296152584
221,225,7139,8.87346805533363
222,226,851,6.747586526829315
223,227,5329,8.58110651715989
224,228,662473,13.403736590789379
225,229,14638,9.591444479171411
226,230,896051,13.705753725987346
227,231,174656,12.07057932959211
228,232,388021,12.868817318028896
229,233,4779,8.472195825485501
230,234,2470,7.81237820598861
231,235,182475,12.114373936507585
232,236,3847,8.255308811785596
233,237,26601956,17.096495342474253
234,238,8964,9.101083386039234
235,239,80792,11.299645607092907
236,240,46469,10.746562222079024
237,241,3239345,14.990882015541834
238,242,1806754,14.407042976541426
239,244,770,6.647688373563329
240,245,6596,8.794370279222871
241,246,688,6.535241271013659
242,247,1772698,14.388013801890473
243,249,787,6.669498089857879
244,250,78145,11.266334150918455
245,251,196438,12.188107229527313
246,252,1210541,14.006578751164788
247,253,9400,9.148571345578551
248,254,1816710,14.412538281343277
249,255,555671,13.227933471099144
250,256,44669,10.707057414346165
251,257,5596,8.62998601889136
252,258,581,6.366470447731438
253,259,212149,12.265048850630471
254,260,195156,12.181559641809164
255,261,32724,10.3958945907781
256,263,1217,7.1049654482698426
257,264,149467,11.914837602078846
258,265,23,3.1780538303479458
259,266,614,6.421622267806518
260,267,6318,8.751316246773456
261,268,2661406,14.794365488282955
262,269,118074,11.679075294764317
263,270,476768,13.07478737584107
264,271,388398,12.8697884407307
265,272,10683,9.276502574229852
266,273,3935522,15.185554340785908
267,274,11488726,16.256876851694013
268,275,320155,12.676563655986389
269,276,21618,9.981327836654465
270,277,22502,10.021403912637746
271,278,2332,7.75491027202143
272,279,35312,10.47200644708059
273,280,1282198,14.06408713062546
274,281,13799126,16.440115887256816
275,282,37,3.6375861597263857
276,283,137539,11.831670062873828
277,284,15494,9.648272670221848
278,285,26735428,17.101500172617374
279,286,111655,11.623177995188481
280,287,40159,10.60062675436561
281,288,21674132,16.891630079830858
282,290,8048,8.993303139093733
283,291,84658,11.346386702051456
284,292,942,6.849066282633458
285,293,148381,11.90754530855819
286,295,198796,12.200039482547488
287,296,489,6.194405391104672
288,297,38955,10.57018808308109
289,298,3430947,15.04834716579452
290,299,11940,9.387733135533384
291,300,38389,10.555552287994843
292,301,92888,11.439160510902152
293,302,4151,8.331345424845724
294,303,23,3.1780538303479458
295,304,340799,12.739051073937297
296,305,2274,7.729735331385051
297,306,29316,10.285922831529602
298,307,9924,9.202812105555392
299,308,3216827,14.983906338829732
300,309,374,5.926926025970411
301,310,50362,10.827012057472162
302,311,216929,12.287329999837107
303,312,2676580,14.800050791761345
304,313,95737,11.469370572818129
305,314,8207,9.012864567410551
306,316,7962,8.982561092257445
307,317,6303,8.748939631537715
308,318,3437,8.142645185942795
309,319,266340,12.492532721648471
310,320,22353,10.014760554945557
311,321,29,3.4011973816621555
312,322,30164,10.314437590874862
313,323,3767,8.234299635696253
314,324,33535,10.420374767680714
315,325,759745,13.540739445875413
316,326,100210,11.515033242046592
317,328,72742,11.194687960473033
318,329,97667,11.489329251115041
319,330,592274,13.29172633303389
320,331,201307,12.21259135251729
321,332,760,6.634633357861686
322,333,1113,7.01571242048723
323,334,22208726,16.915995877703867
324,335,6106,8.717190933223135
325,336,14627,9.590692779269272
326,337,729596,13.5002476058917
327,339,416218,12.938966843028954
328,340,31153,10.34669792688655
329,341,15932294,16.583858739306073
330,342,62005,11.034986433538457
331,343,84379,11.34308568567833
332,344,9756,9.18574025510795
333,345,7100,8.867990898182093
334,346,15,2.772588722239781
335,347,1036635,13.851491413056182
336,348,3793,8.24117615049496
337,349,3310734,15.012680777083485
338,350,57768,10.964207578602988
339,351,492,6.20050917404269
340,352,626365,13.347690143769256
341,354,1623186,14.299902058590305
342,355,18484,9.824714871370732
343,356,82,4.418840607796598
344,357,15723,9.662943486541751
345,358,1323891,14.096086441155016
346,359,30625,10.329604600375154
347,360,23950,10.083765355620846
348,361,22329,10.013686344834204
349,362,19709,9.888881400146765
350,363,18037,9.800235922725653
351,364,445,6.100318952020064
352,365,343560,12.747119958575658
353,366,27317198,17.1230270617885
354,367,2830,7.9483852851118995
355,368,88,4.48863636973214
356,369,11,2.4849066497880004
357,370,41885,10.642706921198457
358,371,873233,13.679958840142218
359,372,6862126,15.741528009952962
360,373,494497,13.111298385547341
361,374,38391,10.555604383538082
362,375,7914,8.976514972315112
363,376,51930,10.857671193344657
364,377,3850141,15.163620588700685
365,378,84183,11.340760158420649
366,379,124089,11.728762387768665
367,380,1416,7.256297239690681
368,381,33579,10.421685930631531
369,382,535333,13.190646130149972
370,383,3502302,15.068931310072559
371,384,23918,10.082428401170604
372,385,1254,7.134890851565884
373,386,1204922,14.001926222450237
374,387,2886851,14.875677193042826
375,388,4626,8.439663988907
376,389,2562656,14.756555168844658
377,390,3446,8.145259566516865
378,391,4712626,15.365756059977391
379,392,37,3.6375861597263857
380,393,34027,10.434938994095775
381,394,16136,9.688870050941352
382,395,628,6.444131256700441
383,396,131,4.882801922586371
384,397,54686,10.909381300201032
385,398,11728,9.369819686521504
386,399,664266,13.406439456068375
387,400,86669,11.36986308212839
388,401,137486,11.831284646164514
389,402,213632,12.272014868517171
390,403,32611,10.392435597782802
391,404,11803,9.376193736062831
392,405,163882,12.00690803757087
393,406,210,5.351858133476067
394,407,177039,12.084130974724932
395,408,663,6.498282149476434
396,409,200,5.303304908059076
397,410,9713,9.18132342290569
398,411,583059,13.276045375989119
399,412,36,3.6109179126442243
400,413,251686,12.435941531001323
401,414,14,2.70805020110221
402,415,1157577,13.961840449281222
403,416,14585869,16.495563809830625
404,417,35229,10.469653271335284
405,418,456813,13.032031584840286
406,419,94898,11.460568447134703
407,420,15873,9.672437829650821
408,421,11278,9.330697868639916
409,422,2664,7.887959336599945
410,423,19862,9.896613983592955
411,424,314890,12.659981826178939
412,425,13414,9.504128762859725
413,426,46,3.8501476017100584
414,427,219390,12.298610805015612
415,428,276,5.6240175061873385
416,429,13253858,16.39979931327585
417,431,7909,8.9758830607617
418,432,25133,10.13197679017509
419,433,12731,9.451873788401983
420,434,323279,12.686274099752355
421,435,23247,10.053974385810065
422,436,19586,9.882621359854744
423,437,15,2.772588722239781
424,439,11787,9.374837343857585
425,440,3025,8.014996894348302
426,441,349082,12.763064995258881
427,442,4807,8.478036476215044
428,443,67,4.219507705176107
429,444,121384,11.706722591489207
430,445,11,2.4849066497880004
431,446,71952,11.183768407068236
432,447,550906,13.219321289860385
433,448,193424,12.172645119417655
434,449,616529,13.331862262203076
435,450,1435,7.269616749608169
436,451,570073,13.253521455945657
437,453,84464,11.344092526356828
438,454,1,0.6931471805599453
439,455,368940,12.818392018639724
440,456,9483477,16.065061684585192
441,457,135693,11.818157629664896
442,459,1806758,14.407045190452871
443,460,3817524,15.155112864841955
444,461,163067,12.001922570708498
445,462,2591,7.860185057472165
446,463,633920,13.359679619977197
447,464,33982,10.433615678556617
448,465,27,3.332204510175204
449,466,270377,12.507576258894218
450,467,26462,10.183502809926877
451,468,261446,12.47398686508114
452,469,14666,9.593355351246755
453,470,341167,12.740130303566016
454,471,153130,11.939049043186937
455,472,78202,11.26706328896891
456,473,3416,8.136518252115291
457,474,4100,8.31898612539206
458,475,6171341,15.635426876282857
459,476,150797,11.923696471868574
460,477,4171,8.336150816120663
461,478,241321,12.39388742027106
462,479,3768,8.234564993267135
463,480,5567,8.624791202014256
464,481,90912,11.41765828424143
465,482,967379,13.782346665185841
466,483,2410675,14.695417764059961
467,485,81446,11.307707780939339
468,486,296,5.6937321388027
469,487,84802,11.348086198512721
470,488,3924061,15.182637899746442
471,489,35275,10.470958125008071
472,490,20268,9.916847904237965
473,491,54,4.007333185232471
474,492,11056,9.310818990542401
475,493,14261,9.565353936588249
476,494,224790,12.322926360613039
477,495,11682,9.365890072717148
478,496,445214627,19.91406703396874
479,498,4339,8.375629627094451
480,499,1854,7.5256399750415355
481,500,8421,9.038602608721874
482,501,867,6.7661917146603505
483,502,82640,11.322261204397945
484,503,35687,10.4825697768081
485,504,222866,12.314330459961486
486,506,33896,10.431081793877356
487,507,199456,12.203353953233101
488,508,314,5.752572638825633
489,509,778135,13.564656595081475
490,511,7779,8.959311617172437
491,512,38708448,17.471568454585015
492,513,89397,11.40085358954671
493,514,99391,11.506826906508358
494,515,19,2.995732273553991
495,516,391644,12.87811109621319
496,517,9226793,16.037622200528443
497,518,2474,7.813995675002791
498,519,88611,11.392022567602567
499,520,1136439,13.94341112721634
500,521,1184391,13.984740120711923
501,522,25487475,17.053697752226345
502,523,42453,10.656176415804389
503,524,16263,9.696709355308183
504,525,24547,10.108385663508988
505,526,26781,10.19548529905551
506,527,59877,11.000064437842168
507,528,1786660,14.395859072732055
508,529,36199,10.496814397813862
509,530,106708,11.577860782373747
510,531,6454,8.772610303280743
511,532,127,4.852030263919617
512,533,35,3.58351893845611
513,534,4627,8.439880088313567
514,535,19546,9.880577100953023
515,536,28937,10.272910889297027
516,537,88095,11.386182407942334
517,538,53,3.9889840465642745
518,539,188820,12.14855475532163
519,540,30999,10.341742483467284
520,541,21439,9.973013615184739
521,542,956693,13.77123887008811
522,543,2,1.0986122886681098
523,544,258144,12.461276721536064
524,546,8075,8.996651979432729
525,548,7781376,15.867243872781206
526,549,9584,9.167954655479745
527,550,598968,13.302965122836822
528,551,2462,7.809135398120538
529,552,383297,12.856568033510003
530,553,26301,10.17740026090191
531,554,58866,10.983035940982012
532,555,3059,8.026170194946426
533,556,16079,9.685331542732957
534,557,522885,13.167118746056085
535,558,75817,11.236091010458104
536,559,11259,9.329011901693681
537,560,710346,13.473508862021086
538,561,7222915,15.79276930744854
539,562,2825837,14.854315515742714
540,563,665,6.501289670540389
541,564,244513,12.40702784597149
542,565,20531558,16.837473723764216
543,566,22900,10.038935856711177
544,567,185,5.225746673713202
545,568,28944,10.273152756513104
546,569,1189004,13.988627380878542
547,570,157666,11.968240492968631
548,571,3738,8.226573474977114
549,572,702,6.555356891810665
550,573,818,6.70808408385307
551,574,290,5.673323267171493
552,575,790694,13.580667584528213
553,576,22085,10.002699202607076
554,577,809,6.697034247666484
555,578,13891,9.539068413863964
556,579,7031906,15.765968493003722
557,580,17923,9.793895875906033
558,581,20384,9.922554615253354
559,582,2299474,14.648191393974336
560,583,89973,11.40727601868708
561,585,26730,10.193579219581707
562,586,244261,12.405996698687956
563,587,142605,11.8678408618135
564,590,677,6.519147287940395
565,591,7821,8.96469555531546
566,592,98112,11.493875154612681
567,593,2849,7.955074273262696
568,594,6850,8.832149906002899
569,595,949,6.856461984594587
570,596,8556549,15.962207629493351
571,597,621759,13.340309445171213
572,598,7759727,15.864457839998689
573,599,303975,12.62470402990343
574,600,10855,9.292473201514705
575,601,2589,7.859413154693583
576,602,214584,12.276461209252101
577,603,38718,10.564085714610725
578,604,8442,9.0410929746695
579,605,39898,10.594106539907239
580,606,132883,11.797231846182093
581,607,42018,10.645877175924472
582,608,716901,13.482694429626443
583,609,2441077,14.70795030298174
584,610,729235,13.499752689739722
585,611,52744,10.87322426011591
586,612,74,4.31748811353631
587,613,15998,9.680281499268713
588,614,40040,10.597659208142261
589,615,2641545,14.786874909782789
590,616,18388,9.819507938740854
591,617,5361284,15.4947142431202
592,618,70991,11.170322473618691
593,619,5347,8.584477938221834
594,620,3144,8.05356916913454
595,621,334,5.814130531825066
596,622,4,1.6094379124341003
597,623,825102,13.623263506008744
598,624,379894,12.847650177730854
599,625,89787,11.405206615071435
600,626,5331938,15.489225519855205
601,627,864,6.762729506931879
602,628,143241,11.872290786595178
603,629,5915,8.68541582383069
604,630,16502,9.711297461543568
605,631,83509,11.332721664147275
606,632,28386,10.253686572872523
607,633,134613,11.810166702670976
608,634,869,6.76849321164863
609,635,178588,12.092842355382208
610,636,37801,10.540117290260902
611,637,159103,11.977313355430327
612,638,3960,8.284251797621916
613,639,158385,11.972790370617997
614,640,299898,12.611201030286725
615,641,35128,10.466782279155884
616,642,109710,11.605604914709382
617,643,995782,13.811284641343352
618,644,1743,7.463936604468925
619,645,1415,7.255591274253665
620,646,176,5.176149732573829
621,647,137,4.927253685157205
622,648,1149645,13.954964626864301
623,649,270462,12.5078905841791
624,650,27523,10.22281363032237
625,651,3532631,15.077553760146289
626,652,1478878,14.206794926310991
627,653,93929,11.450305102988562
628,654,25,3.258096538021482
629,655,225548,12.326292709219974
630,657,41805282,17.548533277068557
631,658,23115,10.04828029743767
632,659,361874,12.799054127309397
633,660,3124,8.047189562170502
634,662,69108,11.143440247294745
635,663,10437,9.25320827220336
636,664,119,4.787491742782046
637,665,15951,9.67733949220162
638,666,214,5.3706380281276624
639,667,5992,8.698347400458186
640,668,877785,13.685158107145767
641,669,863645,13.668918241604887
642,670,7725835,15.86008059495744
643,671,46,3.8501476017100584
644,672,50311,10.82599889622334
645,673,5725,8.65277248565806
646,674,106593,11.576782503951575
647,675,338,5.82600010738045
648,676,18863344,16.752731178934237
649,677,90522,11.4133592410454
650,678,5414,8.596928159435091
651,679,6,1.9459101490553132
652,680,1199,7.090076835776092
653,681,521,6.257667587882639
654,682,31310965,17.259478945589347
655,683,393311,12.882358469014708
656,684,9887,9.199077179697472
657,685,130790,11.781355908298453
658,686,95880,11.470863118197729
659,687,73000,11.19822841866684
660,688,67327,11.117331476657327
661,689,30,3.4339872044851463
662,690,10973,9.30328411761892
663,691,255,5.545177444479562
664,692,1404293,14.155045243355817
665,693,70816,11.16785436385365
666,694,82515,11.320747492912899
667,695,409,6.016157159698354
668,696,107280,11.583206839314055
669,697,2092578,14.553907834516023
670,698,10493,9.258558944246657
671,699,60418,11.009058903992708
672,700,415728,12.937788884654971
673,701,130522,11.779304735426251
674,702,1129669,13.937436112639652
675,703,67434,11.118919449950958
676,704,510351,13.142855962703166
677,705,430027,12.971605601828841
678,706,586,6.375024819828097
679,707,512,6.240275845170769
680,708,14434,9.577411092097035
681,709,44435,10.701805230701613
682,710,1331445,14.101776127649542
683,711,4398,8.389132521348719
684,712,5555,8.622633703874234
685,713,951313,13.765599465789718
686,714,28324,10.251500085896208
687,715,9440,9.152817185732516
688,716,1659,7.414572881350589
689,717,1045350,13.859863272151719
690,718,3336,8.112827478751374
691,719,146442,11.894391553230287
692,720,8128,9.003193193746572
693,721,5752,8.657476736863293
694,722,2868,7.9617188159813645
695,723,157,5.062595033026967
696,724,8288,9.022684613591526
697,725,66,4.204692619390966
698,726,5601,8.630878955820053
699,727,1695,7.4360278163518485
700,728,22878,10.03797473824488
701,729,452,6.115892125483034
702,730,6374,8.760139370026627
703,731,5667,8.64259160081057
704,732,13260,9.4925826756776
705,733,20463,9.926422523818625
706,734,24361812,17.0085274233239
707,735,62854,11.048585765348932
708,736,102484,11.537471725388228
709,737,2914,7.977625098784593
710,738,16466,9.709113657218
711,739,1839513,14.425011964261799
712,740,183,5.214935757608986
713,741,15879556,16.580543116668704
714,742,3570,8.18060094759445
715,743,50926,10.83814851376516
716,744,201096,12.211542657698201
717,745,61470,11.02632079786699
718,746,16350,9.702044336534586
719,747,9543455,16.0713662419736
720,748,3230,8.080546965824498
721,749,4989,8.515191188745565
722,750,903,6.806829360392176
723,751,31690,10.3637880078829
724,752,599984,13.304659933885778
725,754,16964,9.73890767721833
726,755,176263,12.079738150144024
727,756,103635,11.548640038794222
728,757,10118,9.222170123729759
729,758,5443569,15.509945653594256
730,759,58331,10.973906106833455
731,760,15538221,16.55881348194353
732,761,206387,12.237513171364492
733,762,66136,11.09948362717625
734,763,473847,13.068641874144472
735,764,1243,7.126087273299125
736,766,273,5.6131281063880705
737,767,182081,12.112212414042554
738,768,36854,10.51474657362339
739,769,8892,9.09301972939964
740,770,3956,8.283241441385425
741,771,98677,11.49961730290649
742,772,3535574,15.078386503208305
743,773,135331,11.815486297650478
744,774,554,6.318968113746434
745,775,841,6.7357800142423265
746,776,20052,9.906134047477034
747,777,5297,8.575084669832014
748,779,3034,8.017966703493599
749,780,253772,12.444195445624631
750,781,605,6.406879986069314
751,782,13390,9.502338118495565
752,783,1559,7.352441100243583
753,784,119509,11.691155328860926
754,785,20389,9.922799863568502
755,786,10571,9.26596427572418
756,787,696592,13.45395658805505
757,788,299830,12.610974261573167
758,789,1778,7.483806687665835
759,790,35791,10.485479683729912
760,791,498586,13.119533376727276
761,792,105329,11.564853557830588
762,793,44,3.8066624897703196
763,794,1500352,14.221210971719227
764,795,16,2.833213344056216
765,796,6506,8.780633799494984
766,797,16114,9.687505794249539
767,798,4880402,15.40073835638684
768,799,2348470,14.669275036065516
769,800,13419,9.504501410525673
770,801,173510,12.063996276935688
771,802,47834,10.775512868112267
772,803,9674,9.177300517897983
773,804,177584,12.087204646513847
774,805,6865941,15.742083805542014
775,806,454240,13.026383173183769
776,808,7465,8.91811465947453
777,809,18100,9.803722464346553
778,810,39,3.6888794541139363
779,811,845466,13.647644416399407
780,812,148,5.003946305945459
781,813,556,6.322565239927284
782,814,201379,12.212948949469606
783,815,25635,10.151752892624117
784,817,1723736,14.360005166364328
785,818,3,1.3862943611198906
786,819,59121,10.987358384549202
787,820,160045,11.983216552895758
788,821,988676,13.804122964744204
789,822,1906785,14.460929660141948
790,823,40003,10.596734728096406
791,824,6022,8.70334075304372
792,825,95193,11.4636721935832
793,826,6751091,15.725214827541876
794,827,5606,8.631771096123673
795,828,47089,10.7598159432376
796,829,1381985,14.13903215301242
797,830,3671907,15.11622197594242
798,831,1427252,14.171262175768595
799,832,9052,9.11085147347544
800,833,61753,11.030914029720199
801,834,1376191,14.13483082262506
802,835,29782,10.301693039915031
803,836,195115,12.181349532474668
804,837,14456,9.578934005308442
805,838,6630,8.799510901368867
806,839,1188,7.080867896690782
807,840,7883,8.97259066827261
808,841,1703642,14.348279457379478
809,842,169506,12.040649502885008
810,843,473061,13.066981737108172
811,844,95323,11.465036894243255
812,845,23148,10.049706862037105
813,846,12764764,16.3621991987742
814,847,58,4.07753744390572
815,848,39662,10.588174042178206
816,849,38778267,17.473370544584384
817,850,9472,9.156200925875535
818,851,410661,12.925525770706562
819,852,178234,12.090858183262958
820,853,57574,10.960843724688885
821,855,194,5.272999558563747
822,856,400153,12.899604751996636
823,857,4970,8.511376306094673
824,858,64940,11.081234444367965
825,859,44441,10.701940247241344
826,860,44031,10.692671921293016
827,861,2554910,14.753527947353744
828,862,4931,8.503499864284235
829,863,20909,9.94798279242268
830,864,4045,8.305484017727691
831,865,343305,12.746377456718047
832,866,4145936,15.23763937649338
833,868,10873,9.294129897705867
834,869,592769,13.292561744395973
835,870,10698,9.277905558138606
836,871,113002,11.635169646014635
837,872,592710,13.292462206739868
838,873,37889,10.542442504012646
839,874,94848775,18.367794349675844
840,875,587728,13.284021236287185
841,876,374,5.926926025970411
842,877,85931,11.36131156479494
843,878,125,4.836281906951478
844,879,212191,12.265246804168594
845,880,22942,10.040768158070161
846,881,3436332,15.049915472407788
847,882,15649,9.658226195968298
848,883,16203,9.693013404322581
849,884,9716080,16.08929290583355
850,885,54172,10.899937908325773
851,886,416116,12.938721749700033
852,887,28205,10.247290000252185
853,888,477142,13.075571515298723
854,889,72701,11.194124173459578
855,890,1569,7.358830898342354
856,891,1949,7.575584651557793
857,893,4687,8.452761331256848
858,894,488199,13.098480436940998
859,895,1886,7.54274354536855
860,896,1390810,14.145397588201622
861,897,2127120,14.570279980199501
862,898,178403,12.09180592040135
863,899,4404197,15.298068734942142
864,900,84176,11.34067700377077
865,901,85349,11.354515728222587
866,902,699726,13.458445537955763
867,904,2323,7.751045117971802
868,905,97280,11.485358976752423
869,906,68352,11.132440732922605
870,907,1165717,13.96884776415441
871,908,24594,10.11029844922944
872,909,19708,9.888830663192495
873,910,3920471,15.18172261268143
874,911,67728,11.123269727593826
875,912,201,5.308267697401205
876,913,101824,11.531010932516613
877,914,1951795,14.48426053229709
878,915,104344,11.555457995688931
879,916,4398161,15.29669728434342
880,917,553369,13.223782134529426
881,918,1245,7.1276936993473985
882,919,13790,9.531771484474337
883,920,24125,10.09104537612533
884,921,172126,12.05598785542605
885,922,76063,11.239330370159921
886,923,6373128,15.667601115736009
887,924,3710154,15.126584212686643
888,925,1867,7.532623618788788
889,926,665902,13.408899293269524
890,928,3264,8.09101504171053
891,929,74910,11.224056021205383
892,930,79712,11.286187963145803
893,931,20931446,16.856763227245068
894,932,3885460,15.172752196262826
895,933,4145767,15.237598612862735
896,934,112851,11.63383250472931
897,935,116742,11.667730216560193
898,936,23185,10.051303927230347
899,937,87463,11.37898255911432
900,938,7972,8.983816112502495
901,940,60203,11.005494074272253
902,941,14194,9.560645068907071
903,943,2300,7.741099090035366
904,944,16449,9.708080756193517
905,945,10170949,16.135046175658182
906,946,674,6.51471269087253
907,947,26916869,17.108263785549966
908,949,29589,10.295191745394256
909,950,200426,12.208205369656426
910,951,23795,10.077272778307796
911,952,3500339,15.068370664598723
912,953,3377,8.125039097367745
913,954,116730,11.66762742138805
914,955,751831,13.53026817371821
915,956,14572805,16.494667747137374
916,957,3123313,14.954405175559355
917,958,589681,13.287338687527477
918,959,878229,13.685663797309708
919,960,2077,7.639161171659173
920,961,2,1.0986122886681098
921,962,228030,12.337236863606467
922,963,5340,8.58316818033977
923,964,838,6.732210706467206
924,965,3437080,15.050133122618572
925,966,92479,11.434747683906204
926,967,886,6.787844982309579
